acc	sex	mapped_sex
SRR1235989		unknown
SRR1235992		unknown
SRR1235997		unknown
SRR1235998		unknown
SRR1235999		unknown
SRR1236000		unknown
SRR1236002		unknown
SRR1236003		unknown
SRR1236004		unknown
SRR1236005		unknown
SRR1236006		unknown
SRR1236007		unknown
SRR1236008		unknown
SRR1236009		unknown
SRR1236012		unknown
SRR1236013		unknown
SRR1236014		unknown
SRR1236015		unknown
SRR1236016		unknown
SRR1236017		unknown
SRR1236018		unknown
SRR1236019		unknown
SRR1236020		unknown
SRR1236021		unknown
SRR1236024		unknown
SRR1236025		unknown
SRR1236026		unknown
SRR1236027		unknown
SRR1236029		unknown
SRR1236030		unknown
SRR1236034		unknown
SRR1236035		unknown
SRR1236036		unknown
SRR1236037		unknown
SRR1236043		unknown
SRR1236047		unknown
SRR1236050		unknown
SRR1236052		unknown
SRR1236054		unknown
SRR1236056		unknown
SRR1236057		unknown
SRR1236059		unknown
SRR1236063		unknown
SRR1236065		unknown
SRR1236067		unknown
SRR1236068		unknown
SRR1236069		unknown
SRR1236074		unknown
SRR1236075		unknown
SRR1236076		unknown
SRR1236077		unknown
SRR1236078		unknown
SRR1236079		unknown
SRR1236080		unknown
SRR1236081		unknown
SRR1236082		unknown
SRR1236084		unknown
SRR1236085		unknown
SRR1236087		unknown
SRR1236088		unknown
SRR1273845		unknown
SRR1273847		unknown
SRR1273848		unknown
SRR1284264		unknown
SRR1284266		unknown
SRR1284267		unknown
SRR1284268		unknown
SRR1284269		unknown
SRR1284270		unknown
SRR1284271		unknown
SRR1284272		unknown
SRR1284273		unknown
SRR1284274		unknown
SRR1284275		unknown
SRR1299507		unknown
SRR1299508		unknown
SRR1299509		unknown
SRR1299510		unknown
SRR1299511		unknown
SRR1299512		unknown
SRR1299513		unknown
SRR1299514		unknown
SRR1299515		unknown
SRR1391012		unknown
SRR1391013		unknown
SRR1391014		unknown
SRR1391015		unknown
SRR1391016		unknown
SRR1391017		unknown
SRR1391018		unknown
SRR1391019		unknown
SRR1391020		unknown
SRR1391021		unknown
SRR1391022		unknown
SRR1391023		unknown
SRR1391024		unknown
SRR1391025		unknown
SRR1391026		unknown
SRR1391027		unknown
SRR1391028		unknown
SRR1391029		unknown
SRR1391030		unknown
SRR1427462		unknown
SRR1427463		unknown
SRR1427464		unknown
SRR1502863		unknown
SRR1502864		unknown
SRR1502866		unknown
SRR1502867		unknown
SRR1502869		unknown
SRR1502870		unknown
SRR1505393		unknown
SRR1505394		unknown
SRR1505395		unknown
SRR1505396		unknown
SRR1505397		unknown
SRR1505398		unknown
SRR1505399		unknown
SRR1505400		unknown
SRR1505401		unknown
SRR1505402		unknown
SRR1532560		unknown
SRR1532651		unknown
SRR1532652		unknown
SRR1532653		unknown
SRR1532654		unknown
SRR1532655		unknown
SRR1532656		unknown
SRR1532657		unknown
SRR1532658		unknown
SRR1532667		unknown
SRR1532668		unknown
SRR1532669		unknown
SRR1532670		unknown
SRR1532671		unknown
SRR1532672		unknown
SRR1532673		unknown
SRR1532992		unknown
SRR1552512		unknown
SRR1552513		unknown
SRR1552514		unknown
SRR1555115		unknown
SRR1555117		unknown
SRR1555118		unknown
SRR1557706		unknown
SRR1557707		unknown
SRR1557708		unknown
SRR1557714		unknown
SRR1557715		unknown
SRR1557716		unknown
SRR1557718		unknown
SRR1557719		unknown
SRR1557720		unknown
SRR1566557		unknown
SRR1566558		unknown
SRR1566559		unknown
SRR1566560		unknown
SRR1566561		unknown
SRR1566562		unknown
SRR1566563		unknown
SRR1566564		unknown
SRR1566572		unknown
SRR1566573		unknown
SRR1566574		unknown
SRR1566575		unknown
SRR1566576		unknown
SRR1566577		unknown
SRR1572170		unknown
SRR1586017		unknown
SRR1589688		unknown
SRR1589689		unknown
SRR1589690		unknown
SRR1589691		unknown
SRR1589692		unknown
SRR1589693		unknown
SRR1589694		unknown
SRR1589695		unknown
SRR1593892		unknown
SRR1593893		unknown
SRR1593894		unknown
SRR1593896		unknown
SRR1593897		unknown
SRR1598792		unknown
SRR1598858		unknown
SRR1598870		unknown
SRR1598871		unknown
SRR1598872		unknown
SRR1598873		unknown
SRR1612611		unknown
SRR1612613		unknown
SRR1612614		unknown
SRR1612615		unknown
SRR1613356		unknown
SRR1613357		unknown
SRR1613416		unknown
SRR1613417		unknown
SRR1613418		unknown
SRR1613419		unknown
SRR1613420		unknown
SRR1613421		unknown
SRR1613422		unknown
SRR1613423		unknown
SRR1613424		unknown
SRR1613426		unknown
SRR1613427		unknown
SRR1613428		unknown
SRR1613429		unknown
SRR1613430		unknown
SRR1623275		unknown
SRR1623276		unknown
SRR1623277		unknown
SRR1623278		unknown
SRR1623279		unknown
SRR1632864		unknown
SRR1632866		unknown
SRR1632869		unknown
SRR1638539		unknown
SRR1638540		unknown
SRR1638541		unknown
SRR1639121		unknown
SRR1639123		unknown
SRR1639124		unknown
SRR1639125		unknown
SRR1639127		unknown
SRR1639129		unknown
SRR1639131		unknown
SRR1639132		unknown
SRR1645134		unknown
SRR1645135		unknown
SRR1645137		unknown
SRR1645261		unknown
SRR1645274		unknown
SRR1645276		unknown
SRR1645289		unknown
SRR1645291		unknown
SRR1645292		unknown
SRR1645307		unknown
SRR1645308		unknown
SRR1645310		unknown
SRR1645316		unknown
SRR1645317		unknown
SRR1645318		unknown
SRR1649575		unknown
SRR1652487		unknown
SRR1652488		unknown
SRR1652711		unknown
SRR1652713		unknown
SRR1652714		unknown
SRR1652715		unknown
SRR1652716		unknown
SRR1652717		unknown
SRR1652718		unknown
SRR1652719		unknown
SRR1652720		unknown
SRR1652721		unknown
SRR1652722		unknown
SRR1652723		unknown
SRR1652724		unknown
SRR1652725		unknown
SRR1652726		unknown
SRR1652727		unknown
SRR1652728		unknown
SRR1652729		unknown
SRR1652730		unknown
SRR1652731		unknown
SRR1652732		unknown
SRR1652733		unknown
SRR1652734		unknown
SRR1652735		unknown
SRR1652736		unknown
SRR1652737		unknown
SRR1652738		unknown
SRR1652739		unknown
SRR1652740		unknown
SRR1652741		unknown
SRR1652742		unknown
SRR1652743		unknown
SRR1652744		unknown
SRR1652745		unknown
SRR1652746		unknown
SRR1652747		unknown
SRR1652748		unknown
SRR1652749		unknown
SRR1652750		unknown
SRR1652751		unknown
SRR1652752		unknown
SRR1652753		unknown
SRR1652754		unknown
SRR1652755		unknown
SRR1652756		unknown
SRR1652757		unknown
SRR1652758		unknown
SRR1652759		unknown
SRR1652760		unknown
SRR1652761		unknown
SRR1652762		unknown
SRR1652763		unknown
SRR1652764		unknown
SRR1652765		unknown
SRR1652766		unknown
SRR1652767		unknown
SRR1652768		unknown
SRR1652769		unknown
SRR1652770		unknown
SRR1652771		unknown
SRR1652772		unknown
SRR1652773		unknown
SRR1652774		unknown
SRR1652775		unknown
SRR1652776		unknown
SRR1652777		unknown
SRR1652778		unknown
SRR1652779		unknown
SRR1652780		unknown
SRR1652781		unknown
SRR1652782		unknown
SRR1652783		unknown
SRR1652784		unknown
SRR1652785		unknown
SRR1652786		unknown
SRR1652787		unknown
SRR1652788		unknown
SRR1652789		unknown
SRR1652790		unknown
SRR1652791		unknown
SRR1652793		unknown
SRR1652794		unknown
SRR1652795		unknown
SRR1652796		unknown
SRR1652797		unknown
SRR1652798		unknown
SRR1652799		unknown
SRR1652800		unknown
SRR1652801		unknown
SRR1652802		unknown
SRR1652803		unknown
SRR1652804		unknown
SRR1652805		unknown
SRR1652806		unknown
SRR1652807		unknown
SRR1652808		unknown
SRR1652809		unknown
SRR1652810		unknown
SRR1652811		unknown
SRR1652812		unknown
SRR1652813		unknown
SRR1652814		unknown
SRR1652815		unknown
SRR1652817		unknown
SRR1652818		unknown
SRR1652819		unknown
SRR1652820		unknown
SRR1652821		unknown
SRR1652823		unknown
SRR1652824		unknown
SRR1652825		unknown
SRR1652826		unknown
SRR1652827		unknown
SRR1652828		unknown
SRR1652829		unknown
SRR1652830		unknown
SRR1652831		unknown
SRR1652832		unknown
SRR1652833		unknown
SRR1652834		unknown
SRR1652835		unknown
SRR1652836		unknown
SRR1652837		unknown
SRR1652838		unknown
SRR1652839		unknown
SRR1652840		unknown
SRR1652841		unknown
SRR1652842		unknown
SRR1652843		unknown
SRR1652844		unknown
SRR1652845		unknown
SRR1652846		unknown
SRR1652847		unknown
SRR1652848		unknown
SRR1652849		unknown
SRR1652851		unknown
SRR1652852		unknown
SRR1652853		unknown
SRR1652854		unknown
SRR1652855		unknown
SRR1652856		unknown
SRR1652857		unknown
SRR1652858		unknown
SRR1652859		unknown
SRR1652860		unknown
SRR1652861		unknown
SRR1652862		unknown
SRR1652863		unknown
SRR1652865		unknown
SRR1652866		unknown
SRR1652867		unknown
SRR1652868		unknown
SRR1652869		unknown
SRR1652870		unknown
SRR1652871		unknown
SRR1652872		unknown
SRR1652873		unknown
SRR1652875		unknown
SRR1654810		unknown
SRR1654812		unknown
SRR1658915		unknown
SRR1658916		unknown
SRR1658917		unknown
SRR1658918		unknown
SRR1658919		unknown
SRR1658948		unknown
SRR1658949		unknown
SRR1658950		unknown
SRR1658959		unknown
SRR1658960		unknown
SRR1658962		unknown
SRR1659006		unknown
SRR1659007		unknown
SRR1659008		unknown
SRR1659011		unknown
SRR1659012		unknown
SRR1659013		unknown
SRR1732318		unknown
SRR1732319		unknown
SRR1732320		unknown
SRR1747407		unknown
SRR1747408		unknown
SRR1747409		unknown
SRR1747413		unknown
SRR1747414		unknown
SRR1747415		unknown
SRR1747416		unknown
SRR1747441		unknown
SRR1747442		unknown
SRR1752664		unknown
SRR1752665		unknown
SRR1752666		unknown
SRR1752667		unknown
SRR1752668		unknown
SRR1752670		unknown
SRR1752671		unknown
SRR1752672		unknown
SRR1752673		unknown
SRR1752674		unknown
SRR1755927		unknown
SRR1755929		unknown
SRR1755930		unknown
SRR1755937		unknown
SRR1755940		unknown
SRR1759363		unknown
SRR1759364		unknown
SRR1759365		unknown
SRR1759366		unknown
SRR1759367		unknown
SRR1759368		unknown
SRR1759369		unknown
SRR1759370		unknown
SRR1759371		unknown
SRR1759372		unknown
SRR1761395		unknown
SRR1761396		unknown
SRR1761397		unknown
SRR1761398		unknown
SRR1761400		unknown
SRR1761401		unknown
SRR1761403		unknown
SRR1761404		unknown
SRR1761405		unknown
SRR1761935		unknown
SRR1761936		unknown
SRR1761937		unknown
SRR1761939		unknown
SRR1761940		unknown
SRR1761942		unknown
SRR1761943		unknown
SRR1761944		unknown
SRR1761945		unknown
SRR1761947		unknown
SRR1761948		unknown
SRR1761949		unknown
SRR1761950		unknown
SRR1761951		unknown
SRR1761953		unknown
SRR1761954		unknown
SRR1761955		unknown
SRR1761956		unknown
SRR1761957		unknown
SRR1761958		unknown
SRR1761961		unknown
SRR1761962		unknown
SRR1761963		unknown
SRR1761964		unknown
SRR1761965		unknown
SRR1761966		unknown
SRR1761968		unknown
SRR1761970		unknown
SRR1761971		unknown
SRR1761972		unknown
SRR1761973		unknown
SRR1761974		unknown
SRR1761975		unknown
SRR1761976		unknown
SRR1761977		unknown
SRR1761978		unknown
SRR1761979		unknown
SRR1761980		unknown
SRR1761981		unknown
SRR1761982		unknown
SRR1761983		unknown
SRR1761984		unknown
SRR1761987		unknown
SRR1761988		unknown
SRR1761989		unknown
SRR1761991		unknown
SRR1761992		unknown
SRR1761993		unknown
SRR1761995		unknown
SRR1761996		unknown
SRR1761997		unknown
SRR1761998		unknown
SRR1768421		unknown
SRR1768443		unknown
SRR1768444		unknown
SRR1772433		unknown
SRR1772434		unknown
SRR1772435		unknown
SRR1772436		unknown
SRR1772437		unknown
SRR1772438		unknown
SRR1793792		unknown
SRR1793797		unknown
SRR1795728		unknown
SRR1795729		unknown
SRR1795730		unknown
SRR1795731		unknown
SRR1795732		unknown
SRR1795733		unknown
SRR1813698		unknown
SRR1813700		unknown
SRR1813701		unknown
SRR1813702		unknown
SRR1813703		unknown
SRR1813704		unknown
SRR1813708		unknown
SRR1813709		unknown
SRR1838191		unknown
SRR1838192		unknown
SRR1838193		unknown
SRR1838194		unknown
SRR1838195		unknown
SRR1838196		unknown
SRR1838197		unknown
SRR1838198		unknown
SRR1838199		unknown
SRR1838200		unknown
SRR1838201		unknown
SRR1838202		unknown
SRR1870907		unknown
SRR1870908		unknown
SRR1870909		unknown
SRR1870910		unknown
SRR1870911		unknown
SRR1873514		unknown
SRR1873515		unknown
SRR1873516		unknown
SRR1873517		unknown
SRR1873518		unknown
SRR1873519		unknown
SRR1873520		unknown
SRR1873521		unknown
SRR1873522		unknown
SRR1873523		unknown
SRR1873524		unknown
SRR1873525		unknown
SRR1873526		unknown
SRR1873527		unknown
SRR1873528		unknown
SRR1873529		unknown
SRR1873530		unknown
SRR1873531		unknown
SRR1927116		unknown
SRR1927117		unknown
SRR1927118		unknown
SRR1927119		unknown
SRR1957092		unknown
SRR1957093		unknown
SRR1971635		unknown
SRR1971636		unknown
SRR1971637		unknown
SRR1971638		unknown
SRR1971640		unknown
SRR1971643		unknown
SRR1971644		unknown
SRR1971645		unknown
SRR1971647		unknown
SRR1971648		unknown
SRR1993161		unknown
SRR1993162		unknown
SRR1993163		unknown
SRR1993164		unknown
SRR1993165		unknown
SRR1993166		unknown
SRR1993167		unknown
SRR1993169		unknown
SRR1993170		unknown
SRR1993171		unknown
SRR1993172		unknown
SRR1993173		unknown
SRR1993174		unknown
SRR1993175		unknown
SRR1993176		unknown
SRR2007757		unknown
SRR2007758		unknown
SRR2007759		unknown
SRR2007760		unknown
SRR2007761		unknown
SRR2007763		unknown
SRR2007764		unknown
SRR2007765		unknown
SRR2007766		unknown
SRR2007767		unknown
SRR2007768		unknown
SRR2011691		unknown
SRR2011692		unknown
SRR2011693		unknown
SRR2011694		unknown
SRR2011695		unknown
SRR2011696		unknown
SRR2011697		unknown
SRR2011698		unknown
SRR2011699		unknown
SRR2011700		unknown
SRR2011701		unknown
SRR2011702		unknown
SRR2011703		unknown
SRR2011704		unknown
SRR2011705		unknown
SRR2011706		unknown
SRR2011707		unknown
SRR2011708		unknown
SRR2011709		unknown
SRR2011710		unknown
SRR2011711		unknown
SRR2011712		unknown
SRR2011713		unknown
SRR2011714		unknown
SRR2011715		unknown
SRR2011716		unknown
SRR2011717		unknown
SRR2011718		unknown
SRR2011719		unknown
SRR2011720		unknown
SRR2011721		unknown
SRR2011722		unknown
SRR2011723		unknown
SRR2011724		unknown
SRR2011725		unknown
SRR2011726		unknown
SRR2011727		unknown
SRR2011728		unknown
SRR2011729		unknown
SRR2011730		unknown
SRR2011731		unknown
SRR2011732		unknown
SRR2011733		unknown
SRR2011734		unknown
SRR2011735		unknown
SRR2011736		unknown
SRR2011737		unknown
SRR2011738		unknown
SRR2011739		unknown
SRR2011740		unknown
SRR2011741		unknown
SRR2011742		unknown
SRR2011743		unknown
SRR2011744		unknown
SRR2011745		unknown
SRR2011746		unknown
SRR2011747		unknown
SRR2011748		unknown
SRR2011749		unknown
SRR2011750		unknown
SRR2011751		unknown
SRR2011752		unknown
SRR2011753		unknown
SRR2011754		unknown
SRR2011755		unknown
SRR2011756		unknown
SRR2011757		unknown
SRR2011758		unknown
SRR2011759		unknown
SRR2011760		unknown
SRR2011761		unknown
SRR2011762		unknown
SRR2011763		unknown
SRR2011764		unknown
SRR2011765		unknown
SRR2011766		unknown
SRR2011767		unknown
SRR2011768		unknown
SRR2011769		unknown
SRR2011770		unknown
SRR2011771		unknown
SRR2011772		unknown
SRR2011773		unknown
SRR2011774		unknown
SRR2011775		unknown
SRR2011776		unknown
SRR2011777		unknown
SRR2011778		unknown
SRR2011779		unknown
SRR2011780		unknown
SRR2011781		unknown
SRR2011782		unknown
SRR2011783		unknown
SRR2011784		unknown
SRR2011785		unknown
SRR2011786		unknown
SRR2011787		unknown
SRR2011788		unknown
SRR2011789		unknown
SRR2011790		unknown
SRR2011791		unknown
SRR2011792		unknown
SRR2011793		unknown
SRR2011794		unknown
SRR2011795		unknown
SRR2011796		unknown
SRR2011797		unknown
SRR2011798		unknown
SRR2011799		unknown
SRR2011800		unknown
SRR2011801		unknown
SRR2011802		unknown
SRR2011803		unknown
SRR2011804		unknown
SRR2011805		unknown
SRR2011806		unknown
SRR2011807		unknown
SRR2011808		unknown
SRR2011809		unknown
SRR2011810		unknown
SRR2011811		unknown
SRR2011812		unknown
SRR2011813		unknown
SRR2011814		unknown
SRR2011815		unknown
SRR2011816		unknown
SRR2011817		unknown
SRR2011818		unknown
SRR2011819		unknown
SRR2011820		unknown
SRR2011821		unknown
SRR2011822		unknown
SRR2011823		unknown
SRR2011824		unknown
SRR2011825		unknown
SRR2011826		unknown
SRR2011827		unknown
SRR2011828		unknown
SRR2011829		unknown
SRR2011830		unknown
SRR2011831		unknown
SRR2011832		unknown
SRR2011833		unknown
SRR2011834		unknown
SRR2011835		unknown
SRR2011836		unknown
SRR2011837		unknown
SRR2011838		unknown
SRR2011839		unknown
SRR2011840		unknown
SRR2011841		unknown
SRR2011842		unknown
SRR2011843		unknown
SRR2011844		unknown
SRR2011845		unknown
SRR2011846		unknown
SRR2011847		unknown
SRR2011848		unknown
SRR2011849		unknown
SRR2011850		unknown
SRR2011851		unknown
SRR2011852		unknown
SRR2011853		unknown
SRR2011854		unknown
SRR2011855		unknown
SRR2011856		unknown
SRR2011857		unknown
SRR2011858		unknown
SRR2011859		unknown
SRR2011860		unknown
SRR2032119		unknown
SRR2032122		unknown
SRR2032123		unknown
SRR2032124		unknown
SRR2032126		unknown
SRR2032131		unknown
SRR2032133		unknown
SRR2050225		unknown
SRR2050226		unknown
SRR2050227		unknown
SRR2050229		unknown
SRR2050230		unknown
SRR2050231		unknown
SRR2060235		unknown
SRR2060236		unknown
SRR2060238		unknown
SRR2060239		unknown
SRR2060240		unknown
SRR2060241		unknown
SRR2060242		unknown
SRR2060243		unknown
SRR2060244		unknown
SRR2060246		unknown
SRR2060247		unknown
SRR2060248		unknown
SRR2060249		unknown
SRR2060250		unknown
SRR2060252		unknown
SRR2060253		unknown
SRR2060254		unknown
SRR2061384		unknown
SRR2061385		unknown
SRR2061386		unknown
SRR2061387		unknown
SRR2061388		unknown
SRR2061389		unknown
SRR2061390		unknown
SRR2061391		unknown
SRR2061392		unknown
SRR2061393		unknown
SRR2061394		unknown
SRR2061395		unknown
SRR2062525		unknown
SRR2062526		unknown
SRR2062527		unknown
SRR2062528		unknown
SRR2070516		unknown
SRR2070519		unknown
SRR2070521		unknown
SRR2070522		unknown
SRR2070523		unknown
SRR2070524		unknown
SRR2070525		unknown
SRR2070527		unknown
SRR2070528		unknown
SRR2070529		unknown
SRR2070530		unknown
SRR2070531		unknown
SRR2070534		unknown
SRR2070536		unknown
SRR2070538		unknown
SRR2070539		unknown
SRR2070541		unknown
SRR2070544		unknown
SRR2070546		unknown
SRR2070547		unknown
SRR2070548		unknown
SRR2070549		unknown
SRR2070550		unknown
SRR2070552		unknown
SRR2070553		unknown
SRR2070554		unknown
SRR2070555		unknown
SRR2070556		unknown
SRR2070557		unknown
SRR2070562		unknown
SRR2070563		unknown
SRR2070564		unknown
SRR2070565		unknown
SRR2070569		unknown
SRR2070571		unknown
SRR2070574		unknown
SRR2070575		unknown
SRR2070576		unknown
SRR2070577		unknown
SRR2070578		unknown
SRR2070580		unknown
SRR2070583		unknown
SRR2070585		unknown
SRR2070586		unknown
SRR2070587		unknown
SRR2072559		unknown
SRR2072560		unknown
SRR2072561		unknown
SRR2073147		unknown
SRR2073148		unknown
SRR2073149		unknown
SRR2073150		unknown
SRR2073151		unknown
SRR2073152		unknown
SRR2175834		unknown
SRR2175851		unknown
SRR2175858		unknown
SRR2175862		unknown
SRR2175870		unknown
SRR2175871		unknown
SRR2175872		unknown
SRR2175873		unknown
SRR2175874		unknown
SRR2175875		unknown
SRR2175876		unknown
SRR2175877		unknown
SRR2175878		unknown
SRR2175879		unknown
SRR2175880		unknown
SRR2175881		unknown
SRR2175882		unknown
SRR2175883		unknown
SRR2175884		unknown
SRR2175885		unknown
SRR2175886		unknown
SRR2246236		unknown
SRR2246240		unknown
SRR2298588		unknown
SRR2298590		unknown
SRR2298591		unknown
SRR2298592		unknown
SRR2298593		unknown
SRR233057		unknown
SRR2388805		unknown
SRR2426743		unknown
SRR2426744		unknown
SRR2426745		unknown
SRR2426746		unknown
SRR2426747		unknown
SRR2426748		unknown
SRR2426749		unknown
SRR2426751		unknown
SRR2426752		unknown
SRR2426753		unknown
SRR2426754		unknown
SRR2426755		unknown
SRR2426756		unknown
SRR2426757		unknown
SRR2426758		unknown
SRR2479809		unknown
SRR2479810		unknown
SRR2479811		unknown
SRR2479812		unknown
SRR2479813		unknown
SRR2479814		unknown
SRR2491682		unknown
SRR2505874		unknown
SRR2506422		unknown
SRR2506504		unknown
SRR2506653		unknown
SRR2506698		unknown
SRR2506763		unknown
SRR2506766		unknown
SRR2541153		unknown
SRR2541154		unknown
SRR2541155		unknown
SRR2541156		unknown
SRR2541157		unknown
SRR2541158		unknown
SRR2541159		unknown
SRR2541160		unknown
SRR2541161		unknown
SRR2541162		unknown
SRR2541163		unknown
SRR2541164		unknown
SRR2733820		unknown
SRR279588		unknown
SRR2912182		unknown
SRR2912183		unknown
SRR2919538		unknown
SRR2919539		unknown
SRR2921767		unknown
SRR2921768		unknown
SRR2921769		unknown
SRR2921770		unknown
SRR2921771		unknown
SRR2921772		unknown
SRR2921773		unknown
SRR2921774		unknown
SRR2921775		unknown
SRR2927582		unknown
SRR2927583		unknown
SRR2927584		unknown
SRR2927587		unknown
SRR2927589		unknown
SRR2927590		unknown
SRR2927592		unknown
SRR2927593		unknown
SRR2927594		unknown
SRR2927727		unknown
SRR2927728		unknown
SRR2927729		unknown
SRR2927730		unknown
SRR2927731		unknown
SRR2927732		unknown
SRR2931626		unknown
SRR2931627		unknown
SRR2931628		unknown
SRR2931629		unknown
SRR2960198		unknown
SRR2960200		unknown
SRR2960201		unknown
SRR2960202		unknown
SRR2960203		unknown
SRR2960735		unknown
SRR2960736		unknown
SRR2960737		unknown
SRR2960738		unknown
SRR2960739		unknown
SRR2960740		unknown
SRR2960741		unknown
SRR2960742		unknown
SRR2960743		unknown
SRR2960744		unknown
SRR2966400		unknown
SRR2966401		unknown
SRR2966402		unknown
SRR2966403		unknown
SRR2966404		unknown
SRR2966405		unknown
SRR2966406		unknown
SRR2966407		unknown
SRR2966408		unknown
SRR2966410		unknown
SRR2966411		unknown
SRR2972923		unknown
SRR2972924		unknown
SRR2972925		unknown
SRR2972926		unknown
SRR2972927		unknown
SRR2972928		unknown
SRR2972929		unknown
SRR2972930		unknown
SRR2972931		unknown
SRR2972932		unknown
SRR2972933		unknown
SRR2980152		unknown
SRR2980153		unknown
SRR2980154		unknown
SRR2980155		unknown
SRR2980156		unknown
SRR2980157		unknown
SRR2980159		unknown
SRR2980160		unknown
SRR2980161		unknown
SRR2980162		unknown
SRR2980164		unknown
SRR2980165		unknown
SRR2980166		unknown
SRR2980167		unknown
SRR2980168		unknown
SRR2980169		unknown
SRR2980170		unknown
SRR2980172		unknown
SRR2980173		unknown
SRR2980174		unknown
SRR2980175		unknown
SRR2980176		unknown
SRR2980177		unknown
SRR2980178		unknown
SRR2980179		unknown
SRR2980180		unknown
SRR2980181		unknown
SRR2980182		unknown
SRR2980183		unknown
SRR2980184		unknown
SRR2980186		unknown
SRR2980187		unknown
SRR2980188		unknown
SRR2980189		unknown
SRR2980190		unknown
SRR2980191		unknown
SRR2980192		unknown
SRR2980193		unknown
SRR2980194		unknown
SRR2980195		unknown
SRR2980196		unknown
SRR2980197		unknown
SRR2980198		unknown
SRR2980199		unknown
SRR2980200		unknown
SRR2980201		unknown
SRR2980203		unknown
SRR2980204		unknown
SRR2980205		unknown
SRR2980206		unknown
SRR2980207		unknown
SRR2980208		unknown
SRR2980209		unknown
SRR2980210		unknown
SRR2980211		unknown
SRR2980212		unknown
SRR2980213		unknown
SRR2980214		unknown
SRR2980215		unknown
SRR2980216		unknown
SRR2980217		unknown
SRR2980218		unknown
SRR2980219		unknown
SRR2980220		unknown
SRR2980221		unknown
SRR2980222		unknown
SRR2980223		unknown
SRR2980224		unknown
SRR2980225		unknown
SRR2980227		unknown
SRR2980228		unknown
SRR2980229		unknown
SRR2980230		unknown
SRR2980231		unknown
SRR2980232		unknown
SRR2980233		unknown
SRR2980234		unknown
SRR2980236		unknown
SRR3056107		unknown
SRR3056108		unknown
SRR3056109		unknown
SRR3056110		unknown
SRR3056111		unknown
SRR3056112		unknown
SRR3056925		unknown
SRR306873		unknown
SRR306880		unknown
SRR306881		unknown
SRR306882		unknown
SRR306883		unknown
SRR3103845		unknown
SRR3106635		unknown
SRR3106636		unknown
SRR3106637		unknown
SRR3125904		unknown
SRR3125905		unknown
SRR3125906		unknown
SRR3125907		unknown
SRR3125908		unknown
SRR3125909		unknown
SRR3125910		unknown
SRR3125911		unknown
SRR3125912		unknown
SRR3125913		unknown
SRR3125914		unknown
SRR3125915		unknown
SRR3125916		unknown
SRR3125917		unknown
SRR3125918		unknown
SRR3125919		unknown
SRR3125920		unknown
SRR3125921		unknown
SRR3125922		unknown
SRR3125923		unknown
SRR3125924		unknown
SRR3125925		unknown
SRR3125926		unknown
SRR3125927		unknown
SRR3144809		unknown
SRR3144810		unknown
SRR3144811		unknown
SRR3144812		unknown
SRR3144813		unknown
SRR3144814		unknown
SRR3144815		unknown
SRR3144816		unknown
SRR3144817		unknown
SRR3144818		unknown
SRR3144819		unknown
SRR3144820		unknown
SRR3144821		unknown
SRR3144822		unknown
SRR3144823		unknown
SRR3144824		unknown
SRR3144825		unknown
SRR3144826		unknown
SRR3144827		unknown
SRR3144828		unknown
SRR3144829		unknown
SRR3144830		unknown
SRR3144831		unknown
SRR3144832		unknown
SRR3144833		unknown
SRR3144834		unknown
SRR3144835		unknown
SRR3144836		unknown
SRR3144837		unknown
SRR3144838		unknown
SRR3144839		unknown
SRR3144840		unknown
SRR3144841		unknown
SRR3144842		unknown
SRR3144843		unknown
SRR3175219		unknown
SRR3175220		unknown
SRR3175221		unknown
SRR3175222		unknown
SRR3175223		unknown
SRR3175224		unknown
SRR3175225		unknown
SRR3175228		unknown
SRR3175229		unknown
SRR3175230		unknown
SRR3175231		unknown
SRR3175232		unknown
SRR3175233		unknown
SRR3175234		unknown
SRR3175235		unknown
SRR3175236		unknown
SRR3175238		unknown
SRR3175239		unknown
SRR3175240		unknown
SRR3175241		unknown
SRR3175242		unknown
SRR3175243		unknown
SRR3175244		unknown
SRR3175245		unknown
SRR3175246		unknown
SRR3175247		unknown
SRR3175248		unknown
SRR3175249		unknown
SRR3175250		unknown
SRR3175251		unknown
SRR3175252		unknown
SRR3175253		unknown
SRR3175254		unknown
SRR3175255		unknown
SRR3175256		unknown
SRR3175258		unknown
SRR3175259		unknown
SRR3175260		unknown
SRR3175261		unknown
SRR3175262		unknown
SRR3175263		unknown
SRR3175264		unknown
SRR3175265		unknown
SRR3175266		unknown
SRR3175267		unknown
SRR3175268		unknown
SRR3175269		unknown
SRR3175270		unknown
SRR3175271		unknown
SRR3175272		unknown
SRR3175273		unknown
SRR3175274		unknown
SRR3183752		unknown
SRR3183753		unknown
SRR3183754		unknown
SRR3183756		unknown
SRR3183757		unknown
SRR3183759		unknown
SRR3183761		unknown
SRR3189366		unknown
SRR3189367		unknown
SRR3189368		unknown
SRR3189369		unknown
SRR3189370		unknown
SRR3189371		unknown
SRR3190109		unknown
SRR3190111		unknown
SRR3190112		unknown
SRR3190114		unknown
SRR3190115		unknown
SRR3190117		unknown
SRR3190118		unknown
SRR3190119		unknown
SRR3190121		unknown
SRR3190122		unknown
SRR3190125		unknown
SRR3190127		unknown
SRR3190130		unknown
SRR3190131		unknown
SRR3190133		unknown
SRR3190135		unknown
SRR3190136		unknown
SRR3190141		unknown
SRR3190146		unknown
SRR3190147		unknown
