acc	sex	mapped_sex
GSM1391557	male	male
GSM1391559	male	male
GSM1391561	male	male
GSM1391562	male	male
GSM1391564	male	male
GSM1391568	male	male
GSM1391569	male	male
GSM1391572	male	male
GSM1391576	male	male
GSM1391580	male	male
GSM1391583	male	male
GSM1391585	male	male
GSM1391588	male	male
GSM1391589	male	male
GSM1391593	male	male
GSM1391604	male	male
GSM1391606	male	male
GSM1391608	male	male
GSM1391612	male	male
GSM1391618	male	male
GSM1391621	male	male
GSM1391628	male	male
GSM1391630	male	male
GSM1391633	male	male
GSM1391634	male	male
GSM1391635	male	male
GSM1391640	male	male
GSM1391642	male	male
GSM1391646	male	male
GSM1391648	male	male
GSM1391649	male	male
GSM1391652	male	male
GSM1391663	male	male
GSM1391667	male	male
GSM1391669	male	male
GSM1391672	male	male
GSM1391673	male	male
GSM1391676	male	male
GSM1391678	male	male
GSM1391684	male	male
GSM1391685	male	male
GSM1391688	male	male
GSM1391689	male	male
GSM1391690	male	male
GSM1391693	male	male
GSM1391694	male	male
GSM1391695	male	male
GSM1391697	male	male
GSM1391699	male	male
GSM1391701	male	male
GSM1391704	male	male
GSM1391705	male	male
GSM1391710	male	male
GSM1391711	male	male
GSM1391712	male	male
GSM1391718	male	male
GSM1391719	male	male
GSM1391721	male	male
GSM1391724	male	male
GSM1391725	male	male
GSM1391729	male	male
GSM1391733	male	male
GSM1391734	male	male
GSM1391735	male	male
GSM1391736	male	male
GSM1391741	male	male
GSM1391742	male	male
GSM1391743	male	male
GSM1391745	male	male
GSM1391746	male	male
GSM1391750	male	male
GSM1391751	male	male
GSM1391752	male	male
GSM1391754	male	male
GSM1391763	male	male
GSM1391764	male	male
GSM1391766	male	male
GSM1391768	male	male
GSM1391769	male	male
GSM1391770	male	male
GSM1391771	male	male
GSM1391772	male	male
GSM1391778	male	male
GSM1391780	male	male
GSM1391781	male	male
GSM1391782	male	male
GSM1391783	male	male
GSM1391784	male	male
GSM1391786	male	male
GSM1391788	male	male
GSM1391794	male	male
GSM1391796	male	male
GSM1391797	male	male
GSM1391805	male	male
GSM1391807	male	male
GSM1391808	male	male
GSM1391810	male	male
GSM1391814	male	male
GSM1391816	male	male
GSM1391818	male	male
GSM1391821	male	male
GSM1391822	male	male
GSM1391828	male	male
GSM1391830	male	male
GSM1391834	male	male
GSM1391836	male	male
GSM1391838	male	male
GSM1391839	male	male
GSM1391842	male	male
GSM1391847	male	male
GSM1391849	male	male
GSM1391851	male	male
GSM1391854	male	male
GSM1391855	male	male
GSM1391856	male	male
GSM1391859	male	male
GSM1391860	male	male
GSM1391861	male	male
GSM1391867	male	male
GSM1391872	male	male
GSM1391875	male	male
GSM1391879	male	male
GSM1391880	male	male
GSM1391883	male	male
GSM1391886	male	male
GSM1391887	male	male
GSM1391888	male	male
GSM1391896	male	male
GSM1391904	male	male
GSM1391907	male	male
GSM1391908	male	male
GSM1391911	male	male
GSM1391912	male	male
GSM1391915	male	male
GSM1391916	male	male
GSM1391918	male	male
GSM1391919	male	male
GSM1391920	male	male
GSM1391921	male	male
GSM1391926	male	male
GSM1391928	male	male
GSM1391930	male	male
GSM1391931	male	male
GSM1391933	male	male
GSM1391934	male	male
GSM1391935	male	male
GSM1391937	male	male
GSM1391940	male	male
GSM1391945	male	male
GSM1391950	male	male
GSM1391953	male	male
GSM1391954	male	male
GSM1391955	male	male
GSM1391956	male	male
GSM1391957	male	male
GSM1391958	male	male
GSM1391964	male	male
GSM1391966	male	male
GSM1391970	male	male
GSM1391971	male	male
GSM1391972	male	male
GSM1391973	male	male
GSM1391974	male	male
GSM1391975	male	male
GSM1391979	male	male
GSM1391981	male	male
GSM1391989	male	male
GSM1391993	male	male
GSM1391996	male	male
GSM1391997	male	male
GSM1391998	male	male
GSM1391999	male	male
GSM1392002	male	male
GSM1392004	male	male
GSM1392008	male	male
GSM1392010	male	male
GSM1392013	male	male
GSM1392015	male	male
GSM1392019	male	male
GSM1392023	male	male
GSM1392024	male	male
GSM1392025	male	male
GSM1392030	male	male
GSM1392033	male	male
GSM1392034	male	male
GSM1392037	male	male
GSM1392039	male	male
GSM1392044	male	male
GSM1392047	male	male
GSM1392048	male	male
GSM1392051	male	male
GSM1392053	male	male
GSM1392058	male	male
GSM1392061	male	male
GSM1392062	male	male
GSM1392065	male	male
GSM1392066	male	male
GSM1392067	male	male
GSM1392070	male	male
GSM1392071	male	male
GSM1392072	male	male
GSM1392075	male	male
GSM1392076	male	male
GSM1392080	male	male
GSM1392083	male	male
GSM1392085	male	male
GSM1392087	male	male
GSM1392090	male	male
GSM1392094	male	male
GSM1392095	male	male
GSM1392096	male	male
GSM1392098	male	male
GSM1392101	male	male
GSM1392106	male	male
GSM1392107	male	male
GSM1392109	male	male
GSM1392115	male	male
GSM1392116	male	male
GSM1392118	male	male
GSM1392124	male	male
GSM1392125	male	male
GSM1392126	male	male
GSM1392128	male	male
GSM1392130	male	male
GSM1392131	male	male
GSM1392134	male	male
GSM1392135	male	male
GSM1392140	male	male
GSM1392141	male	male
GSM1392142	male	male
GSM1392146	male	male
GSM1392191	male	male
GSM1392192	male	male
GSM1392194	male	male
GSM1392200	male	male
GSM1392201	male	male
GSM1392202	male	male
GSM1392204	male	male
GSM1392206	male	male
GSM1392223	male	male
GSM1392224	male	male
GSM1392226	male	male
GSM1392227	male	male
GSM1392231	male	male
GSM1392237	male	male
GSM1392238	male	male
GSM1392243	male	male
GSM1392250	male	male
GSM1392253	male	male
GSM1392255	male	male
GSM1392259	male	male
GSM1392261	male	male
GSM1392264	male	male
GSM1392269	male	male
GSM1392274	male	male
GSM1392277	male	male
GSM1392278	male	male
GSM1392279	male	male
GSM1392280	male	male
GSM1392285	male	male
GSM1392287	male	male
GSM1392289	male	male
GSM1392290	male	male
GSM1392292	male	male
GSM1392293	male	male
GSM1392314	male	male
GSM1392316	male	male
GSM1392317	male	male
GSM1392320	male	male
GSM1392323	male	male
GSM1392327	male	male
GSM1392334	male	male
GSM1392339	male	male
GSM1392343	male	male
GSM1392351	male	male
GSM1392367	male	male
GSM1392377	male	male
GSM1392382	male	male
GSM1392386	male	male
GSM1392392	male	male
GSM1392408	male	male
GSM1392409	male	male
GSM1392410	male	male
GSM1392413	male	male
GSM1392417	male	male
GSM1392429	male	male
GSM1392438	male	male
GSM1392444	male	male
GSM1392447	male	male
GSM1392450	male	male
GSM1392451	male	male
GSM1392452	male	male
GSM1392454	male	male
GSM1392455	male	male
GSM1392464	male	male
GSM1392465	male	male
GSM1392468	male	male
GSM1392473	male	male
GSM1392475	male	male
GSM1392476	male	male
GSM1392484	male	male
GSM1392487	male	male
GSM1392495	male	male
GSM1392496	male	male
GSM1392497	male	male
GSM1392500	male	male
GSM1392502	male	male
GSM1392503	male	male
GSM1392507	male	male
GSM1392513	male	male
GSM1392516	male	male
GSM1392520	male	male
GSM1392523	male	male
GSM1392527	male	male
GSM1392530	male	male
GSM1392531	male	male
GSM1392533	male	male
GSM1392534	male	male
GSM1392536	male	male
GSM1392537	male	male
GSM1392539	male	male
GSM1392540	male	male
GSM1392545	male	male
GSM1392546	male	male
GSM1392552	male	male
GSM1392553	male	male
GSM1392556	male	male
GSM1392562	male	male
GSM1392564	male	male
GSM1392568	male	male
GSM1392569	male	male
GSM1392571	male	male
GSM1392574	male	male
GSM1392575	male	male
GSM1392577	male	male
GSM1392588	male	male
GSM1392600	male	male
GSM1392603	male	male
GSM1392607	male	male
GSM1392609	male	male
GSM1392610	male	male
GSM1392612	male	male
GSM1392613	male	male
GSM1392622	male	male
GSM1392626	male	male
GSM1392628	male	male
GSM1392629	male	male
GSM1392632	male	male
GSM1392634	male	male
GSM1392636	male	male
GSM1392640	male	male
GSM1392644	male	male
GSM1392645	male	male
GSM1392647	male	male
GSM1392648	male	male
GSM1392650	male	male
GSM1392653	male	male
GSM1392654	male	male
GSM1392656	male	male
GSM1392661	male	male
GSM1392666	male	male
GSM1392668	male	male
GSM1392672	male	male
GSM1392674	male	male
GSM1392675	male	male
GSM139268		unknown
GSM1392681	male	male
GSM1392682	male	male
GSM1392685	male	male
GSM1392686	male	male
GSM139269		unknown
GSM1392694	male	male
GSM1392699	male	male
GSM139270		unknown
GSM1392704	male	male
GSM139271		unknown
GSM1392711	male	male
GSM1392713	male	male
GSM1392717	male	male
GSM139272		unknown
GSM1392722	male	male
GSM1392728	male	male
GSM139273		unknown
GSM1392733	male	male
GSM1392737	male	male
GSM1392738	male	male
GSM1392752	male	male
GSM1392753	male	male
GSM1392759	male	male
GSM1392761	male	male
GSM1392765	male	male
GSM1392766	male	male
GSM1392767	male	male
GSM1392770	male	male
GSM1392778	male	male
GSM1392779	male	male
GSM1392780	male	male
GSM1392781	male	male
GSM1392783	male	male
GSM1392787	male	male
GSM1392788	male	male
GSM1392790	male	male
GSM1392795	male	male
GSM1392801	male	male
GSM1392802	male	male
GSM1392806	male	male
GSM1392807	male	male
GSM1392809	male	male
GSM1392813	male	male
GSM1392818	male	male
GSM1392821	male	male
GSM1392822	male	male
GSM1392824	male	male
GSM1392829	male	male
GSM1392833	male	male
GSM1392839	male	male
GSM1392842	male	male
GSM1392854	male	male
GSM1392861	male	male
GSM1392862	male	male
GSM1392869	male	male
GSM1392876	male	male
GSM1392888	male	male
GSM1392892	male	male
GSM1392895	male	male
GSM1392896	male	male
GSM1392901	male	male
GSM1392906	male	male
GSM1392912	male	male
GSM1392915	male	male
GSM1392919	male	male
GSM1392921	male	male
GSM1392924	male	male
GSM1392928	male	male
GSM1392931	male	male
GSM1392947	male	male
GSM1392958	male	male
GSM1392961	male	male
GSM1392968	male	male
GSM1392969	male	male
GSM1392971	male	male
GSM1392972	male	male
GSM1392973	male	male
GSM1392976	male	male
GSM1392977	male	male
GSM1392978	male	male
GSM1392981	male	male
GSM1392983	male	male
GSM1392984	male	male
GSM1392986	male	male
GSM1392989	male	male
GSM1392993	male	male
GSM1393000	male	male
GSM1393006	male	male
GSM1393008	male	male
GSM1393011	male	male
GSM1393012	male	male
GSM1393013	male	male
GSM1393014	male	male
GSM1393017	male	male
GSM1393019	male	male
GSM1393031	male	male
GSM1393038	male	male
GSM1393042	male	male
GSM1393050	male	male
GSM1393051	male	male
GSM1393052	male	male
GSM1393057	male	male
GSM1393061	male	male
GSM1393064	male	male
GSM1393067	male	male
GSM1393077	male	male
GSM1393079	male	male
GSM1393082	male	male
GSM1393083	male	male
GSM1393088	male	male
GSM1393100	male	male
GSM1393101	male	male
GSM1393103	male	male
GSM1393105	male	male
GSM1393111	male	male
GSM1393112	male	male
GSM1393132	male	male
GSM1393138	male	male
GSM1393142	male	male
GSM1393148	male	male
GSM1393153	male	male
GSM1393158	male	male
GSM1393172	male	male
GSM1393173	male	male
GSM1393175	male	male
GSM1393183	male	male
GSM1393190	male	male
GSM1393194	male	male
GSM1393198	male	male
GSM1393217	male	male
GSM1393222	male	male
GSM1393224	male	male
GSM1393226	male	male
GSM1393229	male	male
GSM1393231	male	male
GSM1393233	male	male
GSM1393247	male	male
GSM1393256	male	male
GSM1393257	male	male
GSM1393259	male	male
GSM1393262	male	male
GSM1393266	male	male
GSM1393267	male	male
GSM1393268	male	male
GSM1393270	male	male
GSM1393271	male	male
GSM1393278	male	male
GSM1393279	male	male
GSM1393281	male	male
GSM1393290	male	male
GSM1393291	male	male
GSM1393295	male	male
GSM1393303	male	male
GSM1393305	male	male
GSM1393306	male	male
GSM1393309	male	male
GSM1393311	male	male
GSM1393315	male	male
GSM1393322	male	male
GSM1393329	male	male
GSM1393330	male	male
GSM1393331	male	male
GSM1393333	male	male
GSM1393336	male	male
GSM1393339	male	male
GSM1393341	male	male
GSM1393344	male	male
GSM1393347	male	male
GSM1393349	male	male
GSM1393350	male	male
GSM1393351	male	male
GSM1393352	male	male
GSM1393353	male	male
GSM1393359	male	male
GSM1393362	male	male
GSM1393375	male	male
GSM1393377	male	male
GSM1393385	male	male
GSM1393389	male	male
GSM1393391	male	male
GSM1393395	male	male
GSM1393397	male	male
GSM1393403	male	male
GSM1393406	male	male
GSM1393409	male	male
GSM1393418	male	male
GSM1393420	male	male
GSM1393422	male	male
GSM1393439	male	male
GSM1393442	male	male
GSM1393445	male	male
GSM1393451	male	male
GSM1393456	male	male
GSM1393460	male	male
GSM1393468	male	male
GSM1393470	male	male
GSM1393471	male	male
GSM1393486	male	male
GSM1393491	male	male
GSM1393495	male	male
GSM1393497	male	male
GSM1393504	male	male
GSM1393505	male	male
GSM1393508	male	male
GSM1393513	male	male
GSM1393516	male	male
GSM1393517	male	male
GSM1393519	male	male
GSM1393523	male	male
GSM1393530	male	male
GSM1393532	male	male
GSM1393545	male	male
GSM1393550	male	male
GSM1393553	male	male
GSM1393554	male	male
GSM1393555	male	male
GSM1393556	male	male
GSM1393560	male	male
GSM1393561	male	male
GSM1393562	male	male
GSM1393564	male	male
GSM1393566	male	male
GSM1393569	male	male
GSM1393571	male	male
GSM1393579	male	male
GSM1393580	male	male
GSM1393581	male	male
GSM1393583	male	male
GSM1393584	male	male
GSM1393587	male	male
GSM1393592	male	male
GSM1393593	male	male
GSM1393594	male	male
GSM1393595	male	male
GSM1393597	male	male
GSM1393600	male	male
GSM1393602	male	male
GSM1393605	male	male
GSM1393606	male	male
GSM1393609	male	male
GSM1393621	male	male
GSM1393622	male	male
GSM1393625	male	male
GSM1393628	male	male
GSM1393632	male	male
GSM1393636	male	male
GSM1393646	male	male
GSM1393647	male	male
GSM1393648	male	male
GSM1393663	male	male
GSM1393669	male	male
GSM1393670	male	male
GSM1393678	male	male
GSM1393687	male	male
GSM1393693	male	male
GSM1393696	male	male
GSM1393698	male	male
GSM1393707	male	male
GSM1393709	male	male
GSM1393716	male	male
GSM1393720	male	male
GSM1393733	male	male
GSM1393740	male	male
GSM1393743	male	male
GSM1393745	male	male
GSM1393747	male	male
GSM1393748	male	male
GSM1393750	male	male
GSM1393752	male	male
GSM1393757	male	male
GSM1393758	male	male
GSM1393762	male	male
GSM1393776	male	male
GSM1393783	male	male
GSM1393795	male	male
GSM1393802	male	male
GSM1393807	male	male
GSM1393808	male	male
GSM1393810	male	male
GSM1393814	male	male
GSM1393815	male	male
GSM1393818	male	male
GSM1393821	male	male
GSM1393828	male	male
GSM1393836	male	male
GSM1393837	male	male
GSM1393838	male	male
GSM1393839	male	male
GSM1393841	male	male
GSM1393842	male	male
GSM1393844	male	male
GSM1393848	male	male
GSM1393852	male	male
GSM1393863	male	male
GSM1393866	male	male
GSM1393874	male	male
GSM1393883	male	male
GSM1393886	male	male
GSM1393904	male	male
GSM1393906	male	male
GSM1393931	male	male
GSM1393942	male	male
GSM1393943	male	male
GSM1393946	male	male
GSM1393950	male	male
GSM1393953	male	male
GSM1393955	male	male
GSM1393956	male	male
GSM1393959	male	male
GSM1393963	male	male
GSM1393964	male	male
GSM1393966	male	male
GSM1393970	male	male
GSM1393976	male	male
GSM1393978	male	male
GSM1393980	male	male
GSM1393983	male	male
GSM1393989	male	male
GSM1393990	male	male
GSM1393992	male	male
GSM1393997	male	male
GSM1394000	male	male
GSM1394004	male	male
GSM1394007	male	male
GSM1394010	male	male
GSM1394012	male	male
GSM1394014	male	male
GSM1394015	male	male
GSM1394018	male	male
GSM1394019	male	male
GSM1394023	male	male
GSM1394026	male	male
GSM1394029	male	male
GSM1394031	male	male
GSM1394032	male	male
GSM1394034	male	male
GSM1394039	male	male
GSM1394053	male	male
GSM1394056	male	male
GSM1394063	male	male
GSM1394065	male	male
GSM1394067	male	male
GSM1394074	male	male
GSM1394076	male	male
GSM1394078	male	male
GSM1394079	male	male
GSM1394080	male	male
GSM1394090	male	male
GSM1394091	male	male
GSM1394094	male	male
GSM1394095	male	male
GSM1394096	male	male
GSM1394098	male	male
GSM1394104	male	male
GSM1394105	male	male
GSM1394109	male	male
GSM1394116	male	male
GSM1394123	male	male
GSM1394125	male	male
GSM1394126	male	male
GSM1394129	male	male
GSM1394145	male	male
GSM1394149	male	male
GSM1394152	male	male
GSM1394153	male	male
GSM1394159	male	male
GSM1394160	male	male
GSM1394168	male	male
GSM1394172	male	male
GSM1394175	male	male
GSM1394176	male	male
GSM1394179	male	male
GSM1394180	male	male
GSM1394185	male	male
GSM1394187	male	male
GSM1394192	male	male
GSM1394193	male	male
GSM1394201	male	male
GSM1394202	male	male
GSM1394207	male	male
GSM1394208	male	male
GSM1394211	male	male
GSM1394226	male	male
GSM1394240	male	male
GSM1394242	male	male
GSM1394247	male	male
GSM1394248	male	male
GSM1394255	male	male
GSM1394259	male	male
GSM1394260	male	male
GSM1394261	male	male
GSM1394264	male	male
GSM1394267	male	male
GSM1394271	male	male
GSM1394272	male	male
GSM1394274	male	male
GSM1394278	male	male
GSM1394280	male	male
GSM1394294	male	male
GSM1394296	male	male
GSM1394300	male	male
GSM1394304	male	male
GSM1394306	male	male
GSM1394310	male	male
GSM1394314	male	male
GSM1394331	male	male
GSM1394334	male	male
GSM1394336	male	male
GSM1394339	male	male
GSM1394341	male	male
GSM1394347	male	male
GSM1394352	male	male
GSM1394358	male	male
GSM1394361	male	male
GSM1394362	male	male
GSM1394371	male	male
GSM1394372	male	male
GSM1394383	male	male
GSM1394392	male	male
GSM1394393	male	male
GSM1394399	male	male
GSM1394400	male	male
GSM1394406	male	male
GSM1394407	male	male
GSM1394408	male	male
GSM1394409	male	male
GSM1394410	male	male
GSM1394411	male	male
GSM1394412	male	male
GSM1394413	male	male
GSM1394414	male	male
GSM1394415	male	male
GSM1394416	male	male
GSM1394417	male	male
GSM1394418	male	male
GSM1394419	male	male
GSM1394420	male	male
GSM1394421	male	male
GSM1394422	male	male
GSM1394423	male	male
GSM1394425	male	male
GSM1394426	male	male
GSM1394427	male	male
GSM1394428	male	male
GSM1394429	male	male
GSM1394430	male	male
GSM1394431	male	male
GSM1394432	male	male
GSM1394433	male	male
GSM1394434	male	male
GSM1394435	male	male
GSM1394436	male	male
GSM1394437	male	male
GSM1394438	male	male
GSM1394439	male	male
GSM1394440	male	male
GSM1394441	male	male
GSM1394442	male	male
GSM1394443	male	male
GSM1394444	male	male
GSM1394445	male	male
GSM1394446	male	male
GSM1394447	male	male
GSM1394448	male	male
GSM1394449	male	male
GSM1394450	male	male
GSM1394451	male	male
GSM1394452	male	male
GSM1394453	male	male
GSM1394454	male	male
GSM1394455	male	male
GSM1394456	male	male
GSM1394457	male	male
GSM1394458	male	male
GSM1394459	male	male
GSM1394460	male	male
GSM1394461	male	male
GSM1394462	male	male
GSM1394463	male	male
GSM1394464	male	male
GSM1394465	male	male
GSM1394466	male	male
GSM1394467	male	male
GSM1394468	male	male
GSM1394469	male	male
GSM1394470	male	male
GSM1394471	male	male
GSM1394472	male	male
GSM1394473	male	male
GSM1394474	male	male
GSM1394475	male	male
GSM1394476	male	male
GSM1394477	male	male
GSM1394478	male	male
GSM1394479	male	male
GSM1394480	male	male
GSM1394481	male	male
GSM1394482	male	male
GSM1394483	male	male
GSM1394484	male	male
GSM1394485	male	male
GSM1394486	male	male
GSM1394487	male	male
GSM1394488	male	male
GSM1394489	male	male
GSM1394490	male	male
GSM1394491	male	male
GSM1394492	male	male
GSM1394493	male	male
GSM1394494	male	male
GSM1394495	male	male
GSM1394496	male	male
GSM1394497	male	male
GSM1394498	male	male
GSM1394499	male	male
GSM1394500	male	male
GSM1394501	male	male
GSM1394502	male	male
GSM1394503	male	male
GSM1394504	male	male
GSM1394505	male	male
GSM1394506	male	male
GSM1394507	male	male
GSM1394508	male	male
GSM1394509	male	male
GSM1394510	male	male
GSM1394511	male	male
GSM1394512	male	male
GSM1394513	male	male
GSM1394514	male	male
GSM1394515	male	male
GSM1394516	male	male
GSM1394517	male	male
GSM1394518	male	male
GSM1394519	male	male
GSM1394520	male	male
GSM1394521	male	male
GSM1394522	male	male
GSM1394523	male	male
GSM1394524	male	male
GSM1394525	male	male
GSM1394526	male	male
GSM1394527	male	male
GSM1394528	male	male
GSM1394529	male	male
GSM1394530	male	male
GSM1394531	male	male
GSM1394532	male	male
GSM1394533	male	male
GSM1394534	male	male
GSM1394535	male	male
GSM1394536	male	male
GSM1394537	male	male
GSM1394538	male	male
GSM1394539	male	male
GSM1394540	male	male
GSM1394541	male	male
GSM1394542	male	male
GSM1394543	male	male
GSM1394544	male	male
GSM1394545	male	male
GSM1394546	male	male
GSM1394547	male	male
GSM1394548	male	male
GSM1394549	male	male
GSM1394550	male	male
GSM1394551	male	male
GSM1394552	male	male
GSM1394553	male	male
GSM1394554	male	male
GSM1394555	male	male
GSM1394556	male	male
GSM1394557	male	male
GSM1394558	male	male
GSM1394559	male	male
GSM1394560	male	male
GSM1394561	male	male
GSM1394562	male	male
GSM1394563	male	male
GSM139483		unknown
GSM139484		unknown
GSM139485		unknown
GSM139486		unknown
GSM139487		unknown
GSM139488		unknown
GSM139489		unknown
GSM139490		unknown
GSM139491		unknown
GSM139492		unknown
GSM139493		unknown
GSM139494		unknown
GSM139495		unknown
GSM139496		unknown
GSM139497		unknown
GSM139498		unknown
GSM139499		unknown
GSM139500		unknown
GSM1397488		unknown
GSM1397489		unknown
GSM1397490		unknown
GSM1397491		unknown
GSM1397492		unknown
GSM1397493		unknown
GSM1397494		unknown
GSM1397495		unknown
GSM1397496		unknown
GSM1397497		unknown
GSM1397498		unknown
GSM1397499		unknown
GSM1397500		unknown
GSM1397501		unknown
GSM1397502		unknown
GSM1397503		unknown
GSM1397504		unknown
GSM1397505		unknown
GSM1397506		unknown
GSM1397507		unknown
GSM1397508		unknown
GSM1397509		unknown
GSM1397510		unknown
GSM1397511		unknown
GSM1397512		unknown
GSM1397513		unknown
GSM1404337		unknown
GSM1404338		unknown
GSM1404339		unknown
GSM1404340		unknown
GSM1404341		unknown
GSM1404342		unknown
GSM1404343		unknown
GSM1404344		unknown
GSM1404345		unknown
GSM1404346		unknown
GSM1404347		unknown
GSM1404349		unknown
GSM1404350		unknown
GSM1404351		unknown
GSM1404352		unknown
GSM1404353		unknown
GSM1404354		unknown
GSM1404355		unknown
GSM1404356		unknown
GSM1404357		unknown
GSM1404358		unknown
GSM1404363		unknown
GSM1404364		unknown
GSM1404365		unknown
GSM1404366		unknown
GSM1404367		unknown
GSM1404368		unknown
GSM1404369		unknown
GSM1404370		unknown
GSM1404371		unknown
GSM1404372		unknown
GSM1404373		unknown
GSM1404374		unknown
GSM1404375		unknown
GSM1404376		unknown
GSM1404377		unknown
GSM1404378		unknown
GSM1404379		unknown
GSM1404380		unknown
GSM1410313	female	female
GSM1410314	female	female
GSM1410315	female	female
GSM1410316	female	female
GSM1410317	female	female
GSM1410318	female	female
GSM1410319	female	female
GSM1410320	female	female
GSM1411057	male	male
GSM1411058	male	male
GSM1411059	male	male
GSM1411060	male	male
GSM1411061	male	male
GSM1411062	male	male
GSM1411063	male	male
GSM1411065	male	male
GSM1411066	male	male
GSM1411067	male	male
GSM1411068	male	male
GSM1411069	male	male
GSM1411070	male	male
GSM1411071	male	male
GSM1411072	male	male
GSM1411073	male	male
GSM1411074	male	male
GSM1411075	male	male
GSM1411076	male	male
GSM1411077	male	male
GSM1411079	male	male
GSM1411080	male	male
GSM1411081	male	male
GSM1411082	male	male
GSM1411083	male	male
GSM1411084	male	male
GSM1411085	male	male
GSM1411086	male	male
GSM1411087	male	male
GSM1411088	male	male
GSM1411089	male	male
GSM1411090	male	male
GSM1411091	male	male
GSM1411092	male	male
GSM1411093	male	male
GSM1411094	male	male
GSM1411095	male	male
GSM1411096	male	male
GSM1411097	male	male
GSM1411098	male	male
GSM1411099	male	male
GSM1411100	male	male
GSM1411101	male	male
GSM1411102	male	male
GSM1413314		unknown
GSM1413315		unknown
GSM1413316		unknown
GSM1413317		unknown
GSM1413318		unknown
GSM1413319		unknown
GSM1413320		unknown
GSM1413321		unknown
GSM1413322		unknown
GSM1413323		unknown
GSM1413324		unknown
GSM1413325		unknown
GSM1413326		unknown
GSM1413327		unknown
GSM1413328		unknown
GSM1413329		unknown
GSM1413330		unknown
GSM1413331		unknown
GSM1413332		unknown
GSM1413333		unknown
GSM1413334		unknown
GSM1413335		unknown
GSM1413336		unknown
GSM1413337		unknown
GSM1414382		unknown
GSM1414383		unknown
GSM1414384		unknown
GSM1414385		unknown
GSM1414386		unknown
GSM1414387		unknown
GSM1414388		unknown
GSM1414389		unknown
GSM141570		unknown
GSM141571		unknown
GSM141572		unknown
GSM141573		unknown
GSM141574		unknown
GSM141575		unknown
GSM141576		unknown
GSM141577		unknown
GSM141578		unknown
GSM141579		unknown
GSM141580		unknown
GSM141581		unknown
GSM141582		unknown
GSM141583		unknown
GSM141584		unknown
GSM141585		unknown
GSM141586		unknown
GSM141587		unknown
GSM141588		unknown
GSM141589		unknown
GSM141590		unknown
GSM141591		unknown
GSM141592		unknown
GSM141593		unknown
GSM141594		unknown
GSM141595		unknown
GSM141596		unknown
GSM141597		unknown
GSM141598		unknown
GSM141599		unknown
GSM141600		unknown
GSM141601		unknown
GSM141602		unknown
GSM141603		unknown
GSM141605		unknown
GSM141606		unknown
GSM141607		unknown
GSM141608		unknown
GSM141609		unknown
GSM141610		unknown
GSM141611		unknown
GSM141612		unknown
GSM141613		unknown
GSM141614		unknown
GSM141615		unknown
GSM1417193	male	male
GSM1417194	male	male
GSM1417195	male	male
GSM1417196	male	male
GSM1417197	male	male
GSM1417198	male	male
GSM1417199	male	male
GSM1417200	male	male
GSM1417201	male	male
GSM1417202	male	male
GSM1417203	male	male
GSM1417204	male	male
GSM1417205	male	male
GSM1417206	male	male
GSM1417207	male	male
GSM1417208	male	male
GSM1417209	male	male
GSM1417210	male	male
GSM1417211	male	male
GSM1417212	male	male
GSM1417213	male	male
GSM1417214	male	male
GSM1417215	male	male
GSM1417216	male	male
GSM1417217	male	male
GSM1417218	male	male
GSM1417219	male	male
GSM1417220	male	male
GSM1417221	male	male
GSM1417222	male	male
GSM1417223	male	male
GSM1417224	male	male
GSM1417225	male	male
GSM1421024		unknown
GSM1421025		unknown
GSM1421026		unknown
GSM1421027		unknown
GSM1421028		unknown
GSM1421029		unknown
GSM143020		unknown
GSM143021		unknown
GSM143035		unknown
GSM143038		unknown
GSM143040		unknown
GSM143042		unknown
GSM143044		unknown
GSM143045		unknown
GSM143046		unknown
GSM143048		unknown
GSM143050		unknown
GSM143052		unknown
GSM143056		unknown
GSM143057		unknown
GSM143059		unknown
GSM143125		unknown
GSM143126		unknown
GSM143127		unknown
GSM143128		unknown
GSM143129		unknown
GSM143130		unknown
GSM143131		unknown
GSM143132		unknown
GSM143133		unknown
GSM143134		unknown
GSM143135		unknown
GSM143136		unknown
GSM143137		unknown
GSM143138		unknown
GSM143139		unknown
GSM143152		unknown
GSM143153		unknown
GSM143154		unknown
GSM143155		unknown
GSM143157		unknown
GSM143162		unknown
GSM1432871	female	female
GSM1432873	female	female
GSM1432875	female	female
GSM1432876	female	female
GSM1432877	female	female
GSM1432879	female	female
GSM1432881	female	female
GSM1432882	female	female
GSM1432884	female	female
GSM1432885	female	female
GSM143324		unknown
GSM143325	male	male
GSM143326		unknown
GSM143327		unknown
GSM143328		unknown
GSM143329		unknown
GSM143354	male	male
GSM143355		unknown
GSM143356		unknown
GSM143357		unknown
GSM143358		unknown
GSM143359		unknown
GSM143360		unknown
GSM143361		unknown
GSM143362		unknown
GSM143363		unknown
GSM143365		unknown
GSM143366		unknown
GSM1437395		unknown
GSM1437396		unknown
GSM1437397		unknown
GSM1437398		unknown
GSM1437399		unknown
GSM1437400		unknown
GSM1437401		unknown
GSM1437402		unknown
GSM1438335	male	male
GSM1438336	male	male
GSM1438337	male	male
GSM1438338	male	male
GSM1438339	male	male
GSM1438340	male	male
GSM1438341	male	male
GSM1438342	male	male
GSM1438343	male	male
GSM1438344	male	male
GSM1438345	male	male
GSM1438346	male	male
GSM1438347	male	male
GSM1438348	male	male
